DDR: Orography on the fine A-grid. 
 100   50  100    0   0    0    0   20   20
 100  200  100    0   0  150  200  100  100
   0  100    0   50 200  200  400  300  300
   0   80  100  100 200  400  400  400  200
   0    0   30  200 400 1200 1800 1500  300
   0    0   50  500 500  400  100  300  200
 750  200  400  500  70   50  150  100  300
 600  800  600  250   0   20    0  600   50
 300  500  500    0   0   40    0    0  600
 400  700 100     0   0    0    0    0  500
