# DDR: Thickness of 200-100mb layer, for Temperature.
4377 4377 4277 4376 4277
4378 4378 4378 4378 4278
4279 4379 4379 4479 4479
4281 4281 4380 4579 4579
4282 4381 4381 4481 4481
